mean,var,M1_final,M2_final
1e-10,3.3333333333333337e-21,2.310151996668215e-106,1.0
0.00024520755726130654,1e-10,7.864111255662104e-106,1.0
0.00024520755726130654,2.002123050888726e-10,7.875940259280982e-106,1.0
0.00024520755726130654,3.004246101777452e-10,7.876675607160361e-106,1.0
0.00024520755726130654,4.0063691526661777e-10,7.852629846583369e-106,1.0
0.00024520755726130654,5.008492203554903e-10,7.864271071434144e-106,1.0
0.00024520755726130654,6.010615254443628e-10,7.857113246630906e-106,1.0
0.00024520755726130654,7.012738305332355e-10,7.883415157518053e-106,0.9999999999999999
0.00024520755726130654,8.014861356221081e-10,7.851193130501529e-106,1.0
0.00024520755726130654,9.016984407109806e-10,7.865493020731343e-106,1.0
0.00024520755726130654,1.0019107457998533e-09,7.872659117729798e-106,1.0
0.00024520755726130654,1.1021230508887258e-09,7.865854675327196e-106,1.0
0.00024520755726130654,1.2023353559775985e-09,7.82662824375276e-106,1.0
0.00024520755726130654,1.302547661066471e-09,7.857059478287918e-106,1.0
0.00024520755726130654,1.4027599661553436e-09,7.893765231791722e-106,1.0
0.00024520755726130654,1.5029722712442163e-09,7.815123445338669e-106,1.0
0.00024520755726130654,1.6031845763330889e-09,7.859667297288385e-106,1.0
0.00024520755726130654,1.7033968814219614e-09,7.876935126903121e-106,1.0
0.00024520755726130654,1.803609186510834e-09,7.86599913232613e-106,1.0
0.00024520755726130654,1.9038214915997065e-09,7.824344015378877e-106,1.0
0.00024520755726130654,2.004033796688579e-09,7.845397811564117e-106,1.0
0.00024520755726130654,2.1042461017774515e-09,7.844292600828799e-106,1.0
0.00024520755726130654,2.2044584068663245e-09,7.84620562892103e-106,1.0
0.00024520755726130654,2.304670711955197e-09,7.904121268365006e-106,1.0
0.00024520755726130654,2.4048830170440695e-09,7.870984495778276e-106,1.0
0.00024520755726130654,2.505095322132942e-09,7.829523678866883e-106,1.0
0.00024520755726130654,2.6053076272218146e-09,7.857539302569874e-106,1.0
0.00024520755726130654,2.705519932310687e-09,7.858492910669027e-106,1.0
0.00024520755726130654,2.8057322373995597e-09,7.859441368017641e-106,1.0
0.00024520755726130654,2.9059445424884326e-09,7.885160875675605e-106,1.0
0.00024520755726130654,3.006156847577305e-09,7.839517956407548e-106,1.0
0.00024520755726130654,3.1063691526661777e-09,7.836422574220278e-106,1.0
0.00024520755726130654,3.2065814577550502e-09,7.826132470692508e-106,1.0
0.00024520755726130654,3.3067937628439227e-09,7.91261872487319e-106,1.0
0.00024520755726130654,3.4070060679327953e-09,7.875373072189221e-106,1.0
0.00024520755726130654,3.507218373021668e-09,7.83201173198578e-106,1.0
0.00024520755726130654,3.6074306781105403e-09,7.87707740883089e-106,1.0
0.00024520755726130654,3.707642983199413e-09,7.789277216376755e-106,1.0
0.00024520755726130654,3.807855288288286e-09,7.851869982023026e-106,1.0
0.00024520755726130654,3.908067593377158e-09,7.888221883043097e-106,1.0
0.00024520755726130654,4.008279898466031e-09,7.912272065849776e-106,1.0
0.00024520755726130654,4.108492203554903e-09,7.858657139264412e-106,1.0
0.00024520755726130654,4.208704508643776e-09,7.847505426147305e-106,1.0
0.00024520755726130654,4.308916813732649e-09,7.918654829898999e-106,1.0
0.00024520755726130654,4.409129118821521e-09,7.854564096914065e-106,1.0
0.00024520755726130654,4.509341423910394e-09,7.857688405231721e-106,1.0
0.00024520755726130654,4.609553728999266e-09,7.946963153711393e-106,1.0
0.00024520755726130654,4.709766034088139e-09,7.897874355838328e-106,1.0
0.00024520755726130654,4.809978339177011e-09,7.931352171710041e-106,0.9999999999999999
0.00024520755726130654,4.910190644265884e-09,7.836884384197163e-106,1.0
0.00024520755726130654,5.010402949354757e-09,7.848279362228229e-106,1.0
0.00024520755726130654,5.110615254443629e-09,7.842926164257719e-106,1.0
0.00024520755726130654,5.210827559532502e-09,7.811833655789742e-106,1.0
0.00024520755726130654,5.311039864621374e-09,7.831835624908865e-106,1.0
0.00024520755726130654,5.411252169710247e-09,7.830326368201048e-106,1.0
0.00024520755726130654,5.511464474799119e-09,7.818825104757473e-106,1.0
0.00024520755726130654,5.611676779887992e-09,7.848337482832627e-106,1.0
0.00024520755726130654,5.711889084976865e-09,7.816155848972049e-106,1.0
