mean,var,shape,scale
1e-10,0.03196392789178357,3.1285266422373996e-19,319639278.91783565
1e-10,0.03206412829238477,3.1187499965108984e-19,320641282.92384773
1e-10,0.03216432869298597,3.109034264464747e-19,321643286.9298597
1e-10,0.03226452909358718,3.0993788785801857e-19,322645290.9358718
1e-10,0.03236472949418838,3.089783278366552e-19,323647294.9418838
1e-10,0.03246492989478958,3.08024691025282e-19,324649298.94789577
1e-10,0.032565130295390786,3.0707692274811453e-19,325651302.95390785
1e-10,0.032665330695991986,3.061349690002371e-19,326653306.95991987
1e-10,0.032765531096593185,3.0519877643734445e-19,327655310.96593183
1e-10,0.03286573149719439,3.042682923656715e-19,328657314.9719439
1e-10,0.03296593189779559,3.033434647321071e-19,329659318.9779559
1e-10,0.0330661322983968,3.0242424211448667e-19,330661322.98396796
1e-10,0.033166332698998,3.015105737120618e-19,331663326.98998
1e-10,0.0332665330995992,3.00602409336141e-19,332665330.99599195
1e-10,0.033366733500200405,2.996996994009e-19,333667335.002004
1e-10,0.033466933900801604,2.9880239491435694e-19,334669339.00801605
1e-10,0.03356713430140281,2.9791044746950854e-19,335671343.0140281
1e-10,0.03366733470200401,2.970238092356257e-19,336673347.0200401
1e-10,0.03376753510260521,2.9614243294970286e-19,337675351.0260521
1e-10,0.03386773550320642,2.952662719080599e-19,338677355.03206414
1e-10,0.03396793590380762,2.9439527995809297e-19,339679359.03807616
1e-10,0.034068136304408816,2.935294114901696e-19,340681363.0440881
1e-10,0.03416833670501002,2.926686214296678e-19,341683367.0501002
1e-10,0.03426853710561122,2.918128652291543e-19,342685371.05611223
1e-10,0.03436873750621243,2.9096209886069917e-19,343687375.0621243
1e-10,0.03446893790681363,2.9011627880832547e-19,344689379.0681363
1e-10,0.03456913830741483,2.8927536206058898e-19,345691383.0741483
1e-10,0.034669338708016036,2.884393061032878e-19,346693387.0801603
1e-10,0.034769539108617235,2.8760806891229725e-19,347695391.08617234
1e-10,0.03486973950921844,2.867816089465286e-19,348697395.0921844
1e-10,0.03496993990981964,2.859598851410087e-19,349699399.0981964
1e-10,0.03507014031042084,2.851428569000784e-19,350701403.1042084
1e-10,0.03517034071102205,2.8433048409070705e-19,351703407.1102205
1e-10,0.03527054111162325,2.8352272703592138e-19,352705411.11623245
1e-10,0.035370741512224455,2.8271954650834527e-19,353707415.12224454
1e-10,0.035470941912825654,2.819209037238501e-19,354709419.1282565
1e-10,0.035571142313426854,2.8112676033531125e-19,355711423.1342685
1e-10,0.03567134271402806,2.8033707842647076e-19,356713427.1402806
1e-10,0.03577154311462926,2.795518205059028e-19,357715431.14629257
1e-10,0.03587174351523046,2.787709495010799e-19,358717435.1523046
1e-10,0.03597194391583167,2.7799442875253915e-19,359719439.1583167
1e-10,0.036072144316432866,2.772222220081451e-19,360721443.16432863
1e-10,0.03617234471703407,2.7645429341744767e-19,361723447.1703407
1e-10,0.03627254511763527,2.7569060752613474e-19,362725451.17635274
1e-10,0.03637274551823647,2.7493112927057506e-19,363727455.1823647
1e-10,0.03647294591883768,2.74175823972452e-19,364729459.1883768
1e-10,0.03657314631943888,2.7342465733348546e-19,365731463.19438875
1e-10,0.036673346720040086,2.7267759543023975e-19,366733467.2004008
1e-10,0.036773547120641285,2.7193460470901707e-19,367735471.20641285
1e-10,0.036873747521242485,2.7119565198083356e-19,368737475.2124248
1e-10,0.03697394792184369,2.7046070441647756e-19,369739479.2184369
1e-10,0.03707414832244489,2.6972972954164793e-19,370741483.2244489
1e-10,0.03717434872304609,2.690026952321707e-19,371743487.2304609
1e-10,0.0372745491236473,2.68279569709293e-19,372745491.23647296
1e-10,0.0373747495242485,2.675603215350531e-19,373747495.242485
1e-10,0.037474949924849704,2.6684491960772396e-19,374749499.248497
1e-10,0.037575150325450904,2.661333331573305e-19,375751503.25450903
1e-10,0.037675350726052104,2.6542553174123757e-19,376753507.260521
1e-10,0.03777555112665331,2.647214852398089e-19,377755511.2665331
1e-10,0.03787575152725451,2.640211638521346e-19,378757515.2725451
1e-10,0.03797595192785572,2.6332453809182616e-19,379759519.2785572
1e-10,0.038076152328456916,2.6263157878287814e-19,380761523.28456914
1e-10,0.038176352729058116,2.6194225705559486e-19,381763527.29058117
1e-10,0.03827655312965932,2.6125654434258105e-19,382765531.2965932
1e-10,0.03837675353026052,2.6057441237479567e-19,383767535.3026052
