mean,var,beta_alpha,beta_beta,beta_feasible
0.006012024147,0.002204408915,0.01028582916,1.700590393,True
0.006012024147,0.002404809717,0.008927674776,1.476042205,True
0.006012024147,0.002605210518,0.007778467211,1.286039891,True
0.006012024147,0.00280561132,0.006793432149,1.123180763,True
0.006012024147,0.003006012121,0.005939735091,0.9820361853,True
0.006012024147,0.003206412922,0.005192750162,0.8585346791,True
0.006012024147,0.003406813724,0.00453364581,0.7495627614,True
0.006012024147,0.003607214525,0.003947775273,0.6526988343,True
0.006012024147,0.003807615327,0.003423575317,0.5660311097,True
0.006012024147,0.004008016128,0.002951795356,0.4880301574,True
0.006012024147,0.004208416929,0.002524946818,0.417457867,True
0.006012024147,0.004408817731,0.002136902692,0.3533012392,True
0.006012024147,0.004609218532,0.001782601533,0.2947234485,True
0.006012024147,0.004809619334,0.00145782547,0.2410271403,True
0.006012024147,0.005010020135,0.001159031491,0.1916265366,True
0.006012024147,0.005210420936,0.0008832216639,0.1460259793,True
0.006012024147,0.005410821738,0.0006278421941,0.103803241,True
0.006012024147,0.005611222539,0.0003907041147,0.06459641256,True
0.006012024147,0.005811623341,0.0001699203854,0.02809350325,True
0.008016032163,1e-10,637416.8649,78880336.05,True
0.008016032163,0.0002004009014,0.310054829,38.36928462,True
0.008016032163,0.0004008017028,0.1510194381,18.68865523,True
0.008016032163,0.0006012025042,0.09800762351,12.12844326,True
0.008016032163,0.0008016033056,0.0715017129,8.848336861,True
0.008016032163,0.001002004107,0.05559816547,6.880272891,True
0.008016032163,0.001202404908,0.04499580008,5.568230191,True
0.008016032163,0.00140280571,0.03742268173,4.631056806,True
0.008016032163,0.001603206511,0.03174284285,3.928176753,True
0.008016032163,0.001803607313,0.02732519031,3.381492259,True
0.008016032163,0.002004008114,0.02379106824,2.944144658,True
0.008016032163,0.002204408915,0.02089951379,2.586314799,True
0.008016032163,0.002404809717,0.01848988506,2.288123248,True
0.008016032163,0.002605210518,0.01645096843,2.035807318,True
0.008016032163,0.00280561132,0.01470332559,1.819536519,True
0.008016032163,0.003006012121,0.01318870179,1.632101826,True
0.008016032163,0.003206412922,0.01186340596,1.468096469,True
0.008016032163,0.003406813724,0.01069402728,1.32338586,True
0.008016032163,0.003607214525,0.009654579565,1.194754206,True
0.008016032163,0.003807615327,0.008724547393,1.079662726,True
0.008016032163,0.004008016128,0.007887518436,0.9760803943,True
0.008016032163,0.004208416929,0.007130206521,0.8823630459,True
0.008016032163,0.004408817731,0.006441741142,0.7971654563,True
0.008016032163,0.004609218532,0.005813142316,0.7193763526,True
0.008016032163,0.004809619334,0.005236926725,0.6480696741,True
0.008016032163,0.005010020135,0.00470680838,0.5824675297,True
0.008016032163,0.005210420936,0.004217468368,0.521911704,True
0.008016032163,0.005410821738,0.003764375764,0.465841495,True
0.008016032163,0.005611222539,0.003343646917,0.4137763008,True
0.008016032163,0.005811623341,0.002951933852,0.3653018096,True
0.008016032163,0.006012024142,0.002586334991,0.3200589511,True
0.008016032163,0.006212424943,0.002244323153,0.2777349867,True
0.008016032163,0.006412825745,0.001923687054,0.23805627,True
0.008016032163,0.006613226546,0.001622483446,0.200782324,True
0.008016032163,0.006813627348,0.001338997697,0.1657009629,True
0.008016032163,0.007014028149,0.001071711133,0.1326242511,True
0.008016032163,0.007214428951,0.0008192738231,0.1013851343,True
0.008016032163,0.007414829752,0.0005804817727,0.07183461847,True
0.008016032163,0.007615230553,0.0003542577247,0.04383939288,True
0.008016032163,0.007815631355,0.0001396349098,0.01727981987,True
0.01002004018,1e-10,993951.8008,98202436.94,True
0.01002004018,0.0002004009014,0.4859616664,48.01301216,True
0.01002004018,0.0004008017028,0.237970875,23.51152221,True
0.01002004018,0.0006012025042,0.1553072504,15.34435618,True
0.01002004018,0.0008016033056,0.1139754329,11.26077266,True
0.01002004018,0.001002004107,0.08917634074,8.810622377,True
0.01002004018,0.001202404908,0.07264361196,7.17718879,True
0.01002004018,0.00140280571,0.06083451964,6.010450481,True
0.01002004018,0.001603206511,0.05197770022,5.13539673,True
0.01002004018,0.001803607313,0.04508906278,4.454799358,True
0.01002004018,0.002004008114,0.03957815276,3.910321453,True
0.01002004018,0.002204408915,0.03506922633,3.464839527,True
0.01002004018,0.002404809717,0.03131178761,3.093604585,True
0.01002004018,0.002605210518,0.02813241636,2.779482709,True
0.01002004018,0.00280561132,0.02540724099,2.510235385,True
0.01002004018,0.003006012121,0.02304542233,2.276887703,True
0.01002004018,0.003206412922,0.02097883098,2.072708481,True
0.01002004018,0.003406813724,0.01915536803,1.892550342,True
0.01002004018,0.003607214525,0.01753451206,1.732409774,True
0.01002004018,0.003807615327,0.01608427251,1.589126108,True
0.01002004018,0.004008016128,0.01477905691,1.460170808,True
0.01002004018,0.004208416929,0.01359814755,1.343496965,True
0.01002004018,0.004408817731,0.01252459359,1.237429834,True
0.01002004018,0.004609218532,0.01154439214,1.140585932,True
0.01002004018,0.004809619334,0.01064587415,1.051812355,True
0.01002004018,0.005010020135,0.009819237589,0.9701406641,True
