mean,var,M1_final,M2_final
0.0020040081158316635,1e-10,5.196637340134822e-102,1.0
0.0020040081158316635,0.00020040090140280563,5.3854344111334024e-102,1.0
0.0020040081158316635,0.00040080170280561123,1.5947266905980004e-101,1.0
0.0020040081158316635,0.0006012025042084169,3.531691237485435e-101,1.0
0.0020040081158316635,0.0008016033056112225,2.7386406609702725e-101,1.0
0.0020040081158316635,0.0010020041070140282,7.343516776073367e-99,1.0
0.0020040081158316635,0.0012024049084168337,1.0289662163023092e-96,1.0
0.0020040081158316635,0.0014028057098196395,1.504137530743823e-102,1.0
0.0020040081158316635,0.001603206511222445,1.1354374863385721e-81,1.0
0.0020040081158316635,0.0018036073126252506,3.1472273788248134e-71,1.0
0.004008016131663327,1e-10,1.1891274289479616e-97,1.0
0.004008016131663327,0.00020040090140280563,1.8972936530622968e-97,1.0
0.004008016131663327,0.00040080170280561123,1.6844492548180105e-96,1.0
0.004008016131663327,0.0006012025042084169,2.3570932779588787e-96,1.0
0.004008016131663327,0.0008016033056112225,5.788737670588593e-96,1.0
0.004008016131663327,0.0010020041070140282,4.997864640093821e-96,1.0
0.004008016131663327,0.0012024049084168337,6.802225144268949e-97,1.0
0.004008016131663327,0.0014028057098196395,1.3867260193919887e-93,1.0
0.004008016131663327,0.001603206511222445,1.8231883878461917e-95,1.0
0.004008016131663327,0.0018036073126252506,4.108627537033029e-97,1.0
0.004008016131663327,0.0020040081140280564,6.535863224039563e-92,1.0
0.004008016131663327,0.002204408915430862,1.3918465327882496e-88,1.0
0.004008016131663327,0.0024048097168336675,6.27316490705461e-82,1.0
0.004008016131663327,0.002605210518236473,4.378024283094477e-96,1.0
0.004008016131663327,0.002805611319639279,1.0377821844773556e-85,1.0
0.004008016131663327,0.0030060121210420845,1.9018700391499672e-76,1.0
0.004008016131663327,0.00320641292244489,3.1231211311842985e-75,1.0
0.004008016131663327,0.0034068137238476956,3.151599977088899e-63,1.0
0.004008016131663327,0.003607214525250501,6.597441273483801e-73,1.0
0.004008016131663327,0.003807615326653307,1.0,4.7858825923814205e-293
0.00601202414749499,1e-10,2.7801254319737693e-93,1.0
0.00601202414749499,0.00020040090140280563,3.7960505200065267e-93,1.0
0.00601202414749499,0.00040080170280561123,1.2903912672135707e-92,1.0
0.00601202414749499,0.0006012025042084169,6.000478054528575e-92,1.0
0.00601202414749499,0.0008016033056112225,7.97732364344993e-92,1.0
0.00601202414749499,0.0010020041070140282,6.602096459845503e-90,1.0
0.00601202414749499,0.0012024049084168337,2.974835585484275e-92,1.0
0.00601202414749499,0.0014028057098196395,9.456458765919845e-90,1.0
0.00601202414749499,0.001603206511222445,6.046123540527435e-90,1.0
0.00601202414749499,0.0018036073126252506,9.804023929509292e-91,0.9999999999999999
0.00601202414749499,0.0020040081140280564,9.26955491804684e-86,1.0
0.00601202414749499,0.002204408915430862,9.861516049284898e-88,1.0
0.00601202414749499,0.0024048097168336675,2.3266931327203822e-86,1.0
0.00601202414749499,0.002605210518236473,6.5278449747991266e-90,1.0
0.00601202414749499,0.002805611319639279,2.19734635816819e-90,1.0
0.00601202414749499,0.0030060121210420845,1.5048515666213061e-86,1.0
0.00601202414749499,0.00320641292244489,6.217956490554427e-80,1.0
0.00601202414749499,0.0034068137238476956,6.891686605743962e-82,1.0
0.00601202414749499,0.003607214525250501,1.7742957923422233e-72,1.0
0.00601202414749499,0.003807615326653307,6.660925643077838e-83,1.0
0.00601202414749499,0.004008016128056112,1.6059462935811798e-81,1.0
0.00601202414749499,0.004208416929458917,2.7135093408350225e-71,1.0
0.00601202414749499,0.004408817730861723,3.871543237636055e-52,1.0
0.00601202414749499,0.004609218532264529,8.108368329624404e-48,1.0
0.00601202414749499,0.0048096193336673344,9.554569956415998e-67,1.0
0.00601202414749499,0.00501002013507014,1.379635760174487e-27,1.0
0.00601202414749499,0.0052104209364729455,1.2289119466782339e-11,0.9999999999877109
0.00601202414749499,0.0054108217378757515,1.0,1.800041979421796e-88
0.00601202414749499,0.0056112225392785575,1.0,1.1956346137437408e-300
0.00601202414749499,0.005811623340681363,1.0,1.965207673564668e-270
0.008016032163326654,1e-10,6.637637914495522e-89,1.0
0.008016032163326654,0.00020040090140280563,2.8160378296223054e-88,1.0
0.008016032163326654,0.00040080170280561123,2.4399926514072e-89,1.0
0.008016032163326654,0.0006012025042084169,3.860225432118448e-88,1.0
0.008016032163326654,0.0008016033056112225,3.7311202762741785e-89,1.0
0.008016032163326654,0.0010020041070140282,2.3973063597307507e-88,1.0
0.008016032163326654,0.0012024049084168337,8.943504106013448e-86,1.0
0.008016032163326654,0.0014028057098196395,8.472087119988636e-87,1.0
0.008016032163326654,0.001603206511222445,1.4281591138981513e-88,1.0
0.008016032163326654,0.0018036073126252506,2.189633774902797e-87,1.0
0.008016032163326654,0.0020040081140280564,5.215847658422425e-82,1.0
0.008016032163326654,0.002204408915430862,1.3262147416876112e-87,1.0
0.008016032163326654,0.0024048097168336675,2.516839143565593e-89,1.0
0.008016032163326654,0.002605210518236473,2.214003832481998e-85,1.0
0.008016032163326654,0.002805611319639279,8.398269512737452e-84,1.0
0.008016032163326654,0.0030060121210420845,6.610259707191554e-86,1.0
0.008016032163326654,0.00320641292244489,4.52826125221343e-81,1.0
0.008016032163326654,0.0034068137238476956,1.0576852268651354e-79,1.0
0.008016032163326654,0.003607214525250501,1.1619657195472771e-81,1.0
0.008016032163326654,0.003807615326653307,1.4092627123943014e-79,1.0
0.008016032163326654,0.004008016128056112,7.536979987773923e-69,1.0
0.008016032163326654,0.004208416929458917,8.859230565701432e-66,1.0
0.008016032163326654,0.004408817730861723,1.744428253909112e-81,1.0
0.008016032163326654,0.004609218532264529,7.892682342055012e-76,1.0
0.008016032163326654,0.0048096193336673344,4.1557320428065796e-73,1.0
0.008016032163326654,0.00501002013507014,7.377177705996433e-63,1.0
0.008016032163326654,0.0052104209364729455,7.816852823815738e-64,1.0
0.008016032163326654,0.0054108217378757515,3.4853002341517646e-59,1.0
0.008016032163326654,0.0056112225392785575,1.7675428479047065e-76,1.0
0.008016032163326654,0.005811623340681363,1.0836528143310584e-59,1.0
0.008016032163326654,0.006012024142084169,2.6796503449500915e-37,1.0
0.008016032163326654,0.006212424943486974,4.9176812732178195e-48,1.0
0.008016032163326654,0.00641282574488978,1.712986581728921e-32,1.0
0.008016032163326654,0.006613226546292586,8.523327164231592e-37,1.0
0.008016032163326654,0.006813627347695391,9.922224666226176e-12,0.9999999999900778
0.008016032163326654,0.007014028149098197,1.0,1e-323
0.008016032163326654,0.007214428950501002,1.0,5.409672018051133e-26
0.008016032163326654,0.007414829751903808,1.0,1e-323
0.008016032163326654,0.007615230553306614,1.0,3.5676e-320
0.008016032163326654,0.00781563135470942,1.0,1e-323
0.010020040179158318,1e-10,1.6183426999729028e-84,1.0
0.010020040179158318,0.00020040090140280563,9.800422973462055e-85,1.0
0.010020040179158318,0.00040080170280561123,2.0043022671492925e-83,1.0
0.010020040179158318,0.0006012025042084169,2.8209278789841598e-84,1.0
0.010020040179158318,0.0008016033056112225,6.2988393541460744e-83,0.9999999999999999
0.010020040179158318,0.0010020041070140282,5.1391533190235656e-83,1.0
0.010020040179158318,0.0012024049084168337,7.01332232638475e-83,0.9999999999999999
0.010020040179158318,0.0014028057098196395,3.609012900573216e-82,1.0
0.010020040179158318,0.001603206511222445,1.42179118606344e-82,1.0
0.010020040179158318,0.0018036073126252506,5.670966973355427e-81,1.0
0.010020040179158318,0.0020040081140280564,2.1552198357725228e-80,1.0
0.010020040179158318,0.002204408915430862,1.2204036688424734e-83,1.0
0.010020040179158318,0.0024048097168336675,1.2593300987166947e-86,1.0
0.010020040179158318,0.002605210518236473,4.417357810602275e-84,1.0
0.010020040179158318,0.002805611319639279,2.310795529062438e-75,1.0
0.010020040179158318,0.0030060121210420845,4.4847553955801886e-76,1.0
0.010020040179158318,0.00320641292244489,4.2740186800682745e-78,1.0
0.010020040179158318,0.0034068137238476956,1.4617266998315072e-78,1.0
0.010020040179158318,0.003607214525250501,5.4035360436202944e-76,1.0
0.010020040179158318,0.003807615326653307,2.3940066719293618e-76,1.0
0.010020040179158318,0.004008016128056112,3.521448241374501e-67,1.0
0.010020040179158318,0.004208416929458917,4.274225230070805e-81,1.0
0.010020040179158318,0.004408817730861723,2.933238744946586e-78,1.0
0.010020040179158318,0.004609218532264529,1.7242769553354928e-76,1.0
0.010020040179158318,0.0048096193336673344,4.288237112911972e-70,1.0
0.010020040179158318,0.00501002013507014,2.4687648528023214e-72,1.0
0.010020040179158318,0.0052104209364729455,5.952257114017224e-73,1.0
0.010020040179158318,0.0054108217378757515,3.550764881623746e-74,1.0
0.010020040179158318,0.0056112225392785575,6.316466443940618e-54,1.0
