mean,var,mu,sigma
1e-10,0.004268537088777555,-43.32345980357944,6.371437651525593
1e-10,0.0042785571286573145,-43.32463213703163,6.371621647130529
1e-10,0.004288577168537074,-43.32580172818091,6.371805207041479
1e-10,0.004298597208416834,-43.32696858982685,6.371988333304824
1e-10,0.004308617248296593,-43.32813273467959,6.372171027952582
1e-10,0.004318637288176353,-43.32929417536074,6.3723532930025595
1e-10,0.004328657328056112,-43.33045292440411,6.372535130458468
1e-10,0.004338677367935872,-43.33160899425663,6.372716542310065
1e-10,0.004348697407815631,-43.33276239727903,6.372897530533278
1e-10,0.00435871744769539,-43.33391314574674,6.373078097090335
1e-10,0.00436873748757515,-43.335061251850604,6.3732582439298895
