mean,var,M1_final,M2_final
1e-10,0.004338677367935872,2.3101508619054984e-106,1.0
1e-10,0.004348697407815631,2.3101508479484515e-106,1.0
1e-10,0.00435871744769539,2.3101508504582e-106,1.0
1e-10,0.00436873748757515,2.310150847547511e-106,1.0
1e-10,0.004378757527454909,2.310150873993153e-106,1.0
1e-10,0.004388777567334669,2.310150851029282e-106,1.0
1e-10,0.004398797607214428,2.310150859937546e-106,1.0
1e-10,0.004408817647094188,2.3101508473815544e-106,1.0
1e-10,0.0044188376869739475,2.3101508479156333e-106,1.0
1e-10,0.004428857726853707,2.3101508503072744e-106,1.0
1e-10,0.004438877766733467,2.3101508521276666e-106,1.0
1e-10,0.004448897806613226,2.310150859948788e-106,1.0
1e-10,0.004458917846492986,2.310150866384238e-106,1.0
1e-10,0.004468937886372745,2.3101508484718464e-106,1.0
1e-10,0.004478957926252505,2.31015085658634e-106,1.0
1e-10,0.004488977966132264,2.3101512135693953e-106,1.0
1e-10,0.004498998006012024,2.310150852501789e-106,1.0
1e-10,0.0045090180458917835,2.3101508510782827e-106,1.0
1e-10,0.004519038085771543,2.310150852152513e-106,1.0
1e-10,0.004529058125651303,2.3101508490015894e-106,1.0
1e-10,0.004539078165531062,2.310150850780604e-106,1.0
1e-10,0.004549098205410822,2.3101508553511477e-106,1.0
1e-10,0.004559118245290581,2.3101508762042966e-106,1.0
1e-10,0.004569138285170341,2.31015084865157e-106,1.0
1e-10,0.0045791583250500995,2.3101508553026812e-106,1.0
1e-10,0.004589178364929859,2.310150850430712e-106,1.0
1e-10,0.004599198404809619,2.3101508517113765e-106,1.0
1e-10,0.004609218444689378,2.31015086580008e-106,1.0
1e-10,0.004619238484569138,2.310150930731757e-106,1.0
